tax_order,tax_suborder,tax_greatgroup,tax_subgroup
mollisols,xerolls,natrixerolls,aridic natrixerolls
mollisols,xerolls,natrixerolls,duric natrixerolls
mollisols,xerolls,natrixerolls,aquic duric natrixerolls
mollisols,xerolls,palexerolls,typic palexerolls
mollisols,xerolls,palexerolls,ultic palexerolls
mollisols,xerolls,palexerolls,vertic palexerolls
mollisols,xerolls,palexerolls,vitrandic palexerolls
mollisols,xerolls,palexerolls,pachic palexerolls
mollisols,xerolls,palexerolls,petrocalcic palexerolls
mollisols,xerolls,palexerolls,petrocalcidic palexerolls
mollisols,xerolls,palexerolls,aquic palexerolls
mollisols,xerolls,palexerolls,aridic palexerolls
mollisols,xerolls,palexerolls,duric palexerolls
mollisols,xerolls,palexerolls,haplic palexerolls
oxisols,aquox,acraquox,typic acraquox
oxisols,aquox,acraquox,plinthic acraquox
oxisols,aquox,acraquox,aeric acraquox
oxisols,aquox,eutraquox,typic eutraquox
oxisols,aquox,eutraquox,plinthic eutraquox
oxisols,aquox,eutraquox,histic eutraquox
oxisols,aquox,eutraquox,humic eutraquox
oxisols,aquox,eutraquox,aeric eutraquox
oxisols,aquox,haplaquox,typic haplaquox
oxisols,aquox,haplaquox,plinthic haplaquox
oxisols,aquox,haplaquox,histic haplaquox
oxisols,aquox,haplaquox,humic haplaquox
oxisols,aquox,haplaquox,aeric haplaquox
oxisols,aquox,plinthaquox,typic plinthaquox
oxisols,aquox,plinthaquox,aeric plinthaquox
oxisols,perox,acroperox,typic acroperox
oxisols,perox,acroperox,petroferric acroperox
oxisols,perox,acroperox,plinthic acroperox
oxisols,perox,acroperox,rhodic acroperox
oxisols,perox,acroperox,aquic lithic acroperox
oxisols,perox,acroperox,aquic petroferric acroperox
oxisols,perox,acroperox,xanthic acroperox
oxisols,perox,acroperox,humic acroperox
oxisols,perox,acroperox,humic rhodic acroperox
oxisols,perox,acroperox,humic xanthic acroperox
oxisols,perox,acroperox,lithic acroperox
oxisols,perox,acroperox,anionic acroperox
oxisols,perox,acroperox,aquic acroperox
oxisols,perox,eutroperox,typic eutroperox
oxisols,perox,eutroperox,lithic eutroperox
oxisols,perox,eutroperox,petroferric eutroperox
oxisols,perox,eutroperox,plinthaquic eutroperox
oxisols,perox,eutroperox,plinthic eutroperox
oxisols,perox,eutroperox,rhodic eutroperox
oxisols,perox,eutroperox,aquic eutroperox
oxisols,perox,eutroperox,aquic lithic eutroperox
oxisols,perox,eutroperox,aquic petroferric eutroperox
oxisols,perox,eutroperox,xanthic eutroperox
oxisols,perox,eutroperox,humic eutroperox
oxisols,perox,eutroperox,humic inceptic eutroperox
oxisols,perox,eutroperox,humic rhodic eutroperox
oxisols,perox,eutroperox,humic xanthic eutroperox
oxisols,perox,eutroperox,inceptic eutroperox
oxisols,perox,eutroperox,kandiudalfic eutroperox
oxisols,perox,haploperox,typic haploperox
oxisols,perox,haploperox,lithic haploperox
oxisols,perox,haploperox,petroferric haploperox
oxisols,perox,haploperox,plinthaquic haploperox
oxisols,perox,haploperox,plinthic haploperox
oxisols,perox,haploperox,rhodic haploperox
oxisols,perox,haploperox,aquic haploperox
oxisols,perox,haploperox,aquic lithic haploperox
oxisols,perox,haploperox,aquic petroferric haploperox
oxisols,perox,haploperox,xanthic haploperox
oxisols,perox,haploperox,humic haploperox
oxisols,perox,haploperox,humic rhodic haploperox
oxisols,perox,haploperox,humic xanthic haploperox
oxisols,perox,haploperox,andic haploperox
oxisols,perox,kandiperox,typic kandiperox
oxisols,perox,kandiperox,lithic kandiperox
oxisols,perox,kandiperox,petroferric kandiperox
oxisols,perox,kandiperox,plinthaquic kandiperox
oxisols,perox,kandiperox,plinthic kandiperox
oxisols,perox,kandiperox,rhodic kandiperox
oxisols,perox,kandiperox,aquic kandiperox
oxisols,perox,kandiperox,aquic lithic kandiperox
oxisols,perox,kandiperox,aquic petroferric kandiperox
oxisols,perox,kandiperox,xanthic kandiperox
oxisols,perox,kandiperox,humic kandiperox
oxisols,perox,kandiperox,humic rhodic kandiperox
oxisols,perox,kandiperox,humic xanthic kandiperox
oxisols,perox,kandiperox,andic kandiperox
oxisols,perox,sombriperox,typic sombriperox
oxisols,perox,sombriperox,lithic sombriperox
oxisols,perox,sombriperox,petroferric sombriperox
oxisols,perox,sombriperox,humic sombriperox
oxisols,torrox,acrotorrox,typic acrotorrox
oxisols,torrox,acrotorrox,petroferric acrotorrox
oxisols,torrox,acrotorrox,lithic acrotorrox
oxisols,torrox,eutrotorrox,typic eutrotorrox
oxisols,torrox,eutrotorrox,lithic eutrotorrox
oxisols,torrox,eutrotorrox,petroferric eutrotorrox
oxisols,torrox,haplotorrox,typic haplotorrox
oxisols,torrox,haplotorrox,lithic haplotorrox
oxisols,torrox,haplotorrox,petroferric haplotorrox
oxisols,udox,acrudox,typic acrudox
oxisols,udox,acrudox,petroferric acrudox
oxisols,udox,acrudox,plinthic acrudox
oxisols,udox,acrudox,rhodic acrudox
oxisols,udox,acrudox,aquic lithic acrudox
oxisols,udox,acrudox,aquic petroferric acrudox
oxisols,udox,acrudox,eutric acrudox
oxisols,udox,acrudox,xanthic acrudox
oxisols,udox,acrudox,humic acrudox
oxisols,udox,acrudox,humic rhodic acrudox
oxisols,udox,acrudox,humic xanthic acrudox
oxisols,udox,acrudox,lithic acrudox
oxisols,udox,acrudox,anionic acrudox
oxisols,udox,acrudox,anionic aquic acrudox
oxisols,udox,acrudox,aquic acrudox
oxisols,udox,eutrudox,typic eutrudox
oxisols,udox,eutrudox,lithic eutrudox
oxisols,udox,eutrudox,petroferric eutrudox
oxisols,udox,eutrudox,plinthaquic eutrudox
oxisols,udox,eutrudox,plinthic eutrudox
oxisols,udox,eutrudox,rhodic eutrudox
oxisols,udox,eutrudox,aquic eutrudox
oxisols,udox,eutrudox,aquic lithic eutrudox
oxisols,udox,eutrudox,aquic petroferric eutrudox
oxisols,udox,eutrudox,xanthic eutrudox
oxisols,udox,eutrudox,humic eutrudox
oxisols,udox,eutrudox,humic inceptic eutrudox
oxisols,udox,eutrudox,humic rhodic eutrudox
oxisols,udox,eutrudox,humic xanthic eutrudox
oxisols,udox,eutrudox,inceptic eutrudox
oxisols,udox,eutrudox,kandiudalfic eutrudox
oxisols,udox,hapludox,typic hapludox
oxisols,udox,hapludox,lithic hapludox
oxisols,udox,hapludox,petroferric hapludox
oxisols,udox,hapludox,plinthaquic hapludox
oxisols,udox,hapludox,plinthic hapludox
oxisols,udox,hapludox,rhodic hapludox
oxisols,udox,hapludox,aquic hapludox
oxisols,udox,hapludox,aquic lithic hapludox
oxisols,udox,hapludox,aquic petroferric hapludox
oxisols,udox,hapludox,xanthic hapludox
oxisols,udox,hapludox,humic hapludox
oxisols,udox,hapludox,humic rhodic hapludox
oxisols,udox,hapludox,humic xanthic hapludox
oxisols,udox,hapludox,inceptic hapludox
oxisols,udox,hapludox,andic hapludox
oxisols,udox,kandiudox,typic kandiudox
oxisols,udox,kandiudox,lithic kandiudox
oxisols,udox,kandiudox,petroferric kandiudox
oxisols,udox,kandiudox,plinthaquic kandiudox
oxisols,udox,kandiudox,plinthic kandiudox
oxisols,udox,kandiudox,rhodic kandiudox
oxisols,udox,kandiudox,aquic kandiudox
oxisols,udox,kandiudox,aquic lithic kandiudox
oxisols,udox,kandiudox,aquic petroferric kandiudox
oxisols,udox,kandiudox,xanthic kandiudox
oxisols,udox,kandiudox,humic kandiudox
oxisols,udox,kandiudox,humic rhodic kandiudox
oxisols,udox,kandiudox,humic xanthic kandiudox
oxisols,udox,kandiudox,andic kandiudox
oxisols,udox,sombriudox,typic sombriudox
oxisols,udox,sombriudox,lithic sombriudox
oxisols,udox,sombriudox,petroferric sombriudox
oxisols,udox,sombriudox,humic sombriudox
oxisols,ustox,acrustox,typic acrustox
oxisols,ustox,acrustox,petroferric acrustox
oxisols,ustox,acrustox,plinthic acrustox
oxisols,ustox,acrustox,rhodic acrustox
oxisols,ustox,acrustox,aquic lithic acrustox
oxisols,ustox,acrustox,aquic petroferric acrustox
oxisols,ustox,acrustox,eutric acrustox
oxisols,ustox,acrustox,xanthic acrustox
oxisols,ustox,acrustox,humic acrustox
oxisols,ustox,acrustox,humic rhodic acrustox
oxisols,ustox,acrustox,humic xanthic acrustox
oxisols,ustox,acrustox,lithic acrustox
oxisols,ustox,acrustox,anionic acrustox
oxisols,ustox,acrustox,anionic aquic acrustox
oxisols,ustox,acrustox,aquic acrustox
oxisols,ustox,eutrustox,typic eutrustox
oxisols,ustox,eutrustox,lithic eutrustox
oxisols,ustox,eutrustox,petroferric eutrustox
oxisols,ustox,eutrustox,plinthaquic eutrustox
oxisols,ustox,eutrustox,plinthic eutrustox
oxisols,ustox,eutrustox,rhodic eutrustox
oxisols,ustox,eutrustox,aquic eutrustox
oxisols,ustox,eutrustox,aquic lithic eutrustox
oxisols,ustox,eutrustox,aquic petroferric eutrustox
oxisols,ustox,eutrustox,xanthic eutrustox
oxisols,ustox,eutrustox,humic eutrustox
oxisols,ustox,eutrustox,humic inceptic eutrustox
oxisols,ustox,eutrustox,humic rhodic eutrustox
oxisols,ustox,eutrustox,humic xanthic eutrustox
oxisols,ustox,eutrustox,inceptic eutrustox
oxisols,ustox,eutrustox,kandiustalfic eutrustox
oxisols,ustox,haplustox,typic haplustox
oxisols,ustox,haplustox,lithic haplustox
oxisols,ustox,haplustox,oxyaquic haplustox
oxisols,ustox,haplustox,petroferric haplustox
oxisols,ustox,haplustox,plinthaquic haplustox
oxisols,ustox,haplustox,plinthic haplustox
oxisols,ustox,haplustox,rhodic haplustox
oxisols,ustox,haplustox,aquic haplustox
oxisols,ustox,haplustox,aquic lithic haplustox
oxisols,ustox,haplustox,aquic petroferric haplustox
oxisols,ustox,haplustox,xanthic haplustox
oxisols,ustox,haplustox,humic haplustox
oxisols,ustox,haplustox,humic rhodic haplustox
oxisols,ustox,haplustox,humic xanthic haplustox
oxisols,ustox,haplustox,inceptic haplustox
oxisols,ustox,haplustox,aqueptic haplustox
oxisols,ustox,kandiustox,typic kandiustox
oxisols,ustox,kandiustox,lithic kandiustox
oxisols,ustox,kandiustox,petroferric kandiustox
oxisols,ustox,kandiustox,plinthaquic kandiustox
oxisols,ustox,kandiustox,plinthic kandiustox
oxisols,ustox,kandiustox,rhodic kandiustox
oxisols,ustox,kandiustox,aquic kandiustox
oxisols,ustox,kandiustox,aquic lithic kandiustox
oxisols,ustox,kandiustox,aquic petroferric kandiustox
oxisols,ustox,kandiustox,xanthic kandiustox
oxisols,ustox,kandiustox,humic kandiustox
oxisols,ustox,kandiustox,humic rhodic kandiustox
oxisols,ustox,kandiustox,humic xanthic kandiustox
oxisols,ustox,sombriustox,typic sombriustox
oxisols,ustox,sombriustox,lithic sombriustox
oxisols,ustox,sombriustox,petroferric sombriustox
oxisols,ustox,sombriustox,humic sombriustox
spodosols,aquods,alaquods,typic alaquods
spodosols,aquods,alaquods,ultic alaquods
spodosols,aquods,alaquods,grossarenic alaquods
spodosols,aquods,alaquods,arenic alaquods
spodosols,aquods,alaquods,arenic ultic alaquods
spodosols,aquods,alaquods,arenic umbric alaquods
spodosols,aquods,alaquods,duric alaquods
spodosols,aquods,alaquods,histic alaquods
spodosols,aquods,alaquods,lithic alaquods
spodosols,aquods,alaquods,aeric alaquods
spodosols,aquods,alaquods,alfic alaquods
spodosols,aquods,alaquods,alfic arenic alaquods
spodosols,aquods,cryaquods,typic cryaquods
spodosols,aquods,cryaquods,lithic cryaquods
spodosols,aquods,cryaquods,placic cryaquods
spodosols,aquods,cryaquods,duric cryaquods
spodosols,aquods,cryaquods,entic cryaquods
spodosols,aquods,cryaquods,andic cryaquods
spodosols,aquods,duraquods,typic duraquods
spodosols,aquods,duraquods,histic duraquods
spodosols,aquods,duraquods,andic duraquods
spodosols,aquods,endoaquods,typic endoaquods
spodosols,aquods,endoaquods,umbric endoaquods
spodosols,aquods,endoaquods,lithic endoaquods
spodosols,aquods,endoaquods,argic endoaquods
spodosols,aquods,endoaquods,histic endoaquods
spodosols,aquods,endoaquods,andic endoaquods
spodosols,aquods,epiaquods,typic epiaquods
spodosols,aquods,epiaquods,ultic epiaquods
spodosols,aquods,epiaquods,umbric epiaquods
spodosols,aquods,epiaquods,lithic epiaquods
spodosols,aquods,epiaquods,histic epiaquods
spodosols,aquods,epiaquods,alfic epiaquods
spodosols,aquods,epiaquods,andic epiaquods
spodosols,aquods,fragiaquods,typic fragiaquods
spodosols,aquods,fragiaquods,argic fragiaquods
spodosols,aquods,fragiaquods,histic fragiaquods
spodosols,aquods,fragiaquods,haploplaggic fragiaquods
spodosols,aquods,placaquods,typic placaquods
spodosols,aquods,placaquods,andic placaquods
spodosols,cryods,duricryods,typic duricryods
spodosols,cryods,duricryods,oxyaquic duricryods
spodosols,cryods,duricryods,humic duricryods
spodosols,cryods,duricryods,andic duricryods
spodosols,cryods,duricryods,aquandic duricryods
spodosols,cryods,duricryods,aquic duricryods
spodosols,cryods,haplocryods,typic haplocryods
spodosols,cryods,haplocryods,lithic haplocryods
spodosols,cryods,haplocryods,oxyaquic haplocryods
spodosols,cryods,haplocryods,aquic haplocryods
spodosols,cryods,haplocryods,entic haplocryods
spodosols,cryods,haplocryods,folistic haplocryods
spodosols,cryods,haplocryods,andic haplocryods
spodosols,cryods,haplocryods,aquandic haplocryods
spodosols,cryods,humicryods,typic humicryods
spodosols,cryods,humicryods,lithic humicryods
spodosols,cryods,humicryods,oxyaquic humicryods
spodosols,cryods,humicryods,aquic humicryods
spodosols,cryods,humicryods,folistic humicryods
spodosols,cryods,humicryods,andic humicryods
spodosols,cryods,humicryods,aquandic humicryods
spodosols,cryods,placocryods,typic placocryods
spodosols,cryods,placocryods,humic placocryods
spodosols,cryods,placocryods,andic placocryods
spodosols,gelods,haplogelods,turbic haplogelods
spodosols,gelods,haplogelods,typic haplogelods
spodosols,gelods,haplogelods,lithic haplogelods
spodosols,gelods,haplogelods,aquic haplogelods
spodosols,gelods,haplogelods,andic haplogelods
spodosols,gelods,humigelods,turbic humigelods
spodosols,gelods,humigelods,typic humigelods
spodosols,gelods,humigelods,lithic humigelods
spodosols,gelods,humigelods,aquic humigelods
spodosols,gelods,humigelods,andic humigelods
spodosols,humods,durihumods,typic durihumods
spodosols,humods,durihumods,andic durihumods
spodosols,humods,fragihumods,typic fragihumods
spodosols,humods,haplohumods,typic haplohumods
spodosols,humods,haplohumods,lithic haplohumods
spodosols,humods,haplohumods,andic haplohumods
spodosols,humods,haplohumods,haploplaggic haplohumods
spodosols,humods,placohumods,typic placohumods
spodosols,humods,placohumods,andic placohumods
spodosols,orthods,alorthods,typic alorthods
spodosols,orthods,alorthods,ultic alorthods
spodosols,orthods,alorthods,grossarenic alorthods
spodosols,orthods,alorthods,oxyaquic alorthods
spodosols,orthods,alorthods,arenic alorthods
spodosols,orthods,alorthods,arenic ultic alorthods
spodosols,orthods,alorthods,entic alorthods
spodosols,orthods,alorthods,entic grossarenic alorthods
spodosols,orthods,alorthods,alfic alorthods
spodosols,orthods,alorthods,haploplaggic alorthods
spodosols,orthods,durorthods,typic durorthods
spodosols,orthods,durorthods,andic durorthods
spodosols,orthods,fragiorthods,typic fragiorthods
spodosols,orthods,fragiorthods,ultic fragiorthods
spodosols,orthods,fragiorthods,oxyaquic fragiorthods
spodosols,orthods,fragiorthods,aquic fragiorthods
spodosols,orthods,fragiorthods,entic fragiorthods
spodosols,orthods,fragiorthods,alfic fragiorthods
spodosols,orthods,fragiorthods,alfic oxyaquic fragiorthods
spodosols,orthods,fragiorthods,haploplaggic fragiorthods
spodosols,orthods,haplorthods,typic haplorthods
spodosols,orthods,haplorthods,ultic haplorthods
spodosols,orthods,haplorthods,lithic haplorthods
spodosols,orthods,haplorthods,oxyaquic haplorthods
spodosols,orthods,haplorthods,oxyaquic ultic haplorthods
spodosols,orthods,haplorthods,aquic haplorthods
spodosols,orthods,haplorthods,entic haplorthods
spodosols,orthods,haplorthods,entic lithic haplorthods
spodosols,orthods,haplorthods,fragiaquic haplorthods
spodosols,orthods,haplorthods,fragic haplorthods
spodosols,orthods,haplorthods,lamellic haplorthods
spodosols,orthods,haplorthods,lamellic oxyaquic haplorthods
spodosols,orthods,haplorthods,alfic haplorthods
spodosols,orthods,haplorthods,alfic oxyaquic haplorthods
spodosols,orthods,haplorthods,andic haplorthods
spodosols,orthods,haplorthods,aqualfic haplorthods
spodosols,orthods,haplorthods,aquentic haplorthods
spodosols,orthods,placorthods,typic placorthods
ultisols,aquults,albaquults,typic albaquults
ultisols,aquults,albaquults,vertic albaquults
ultisols,aquults,albaquults,kandic albaquults
ultisols,aquults,albaquults,aeric albaquults
ultisols,aquults,endoaquults,typic endoaquults
ultisols,aquults,endoaquults,grossarenic endoaquults
ultisols,aquults,endoaquults,arenic endoaquults
ultisols,aquults,endoaquults,aeric endoaquults
ultisols,aquults,epiaquults,typic epiaquults
ultisols,aquults,epiaquults,vertic epiaquults
ultisols,aquults,epiaquults,grossarenic epiaquults
ultisols,aquults,epiaquults,arenic epiaquults
ultisols,aquults,epiaquults,fragic epiaquults
ultisols,aquults,epiaquults,aeric epiaquults
ultisols,aquults,epiaquults,aeric fragic epiaquults
ultisols,aquults,fragiaquults,typic fragiaquults
ultisols,aquults,fragiaquults,umbric fragiaquults
ultisols,aquults,fragiaquults,plinthic fragiaquults
ultisols,aquults,fragiaquults,aeric fragiaquults
ultisols,aquults,kandiaquults,typic kandiaquults
ultisols,aquults,kandiaquults,umbric kandiaquults
ultisols,aquults,kandiaquults,grossarenic kandiaquults
ultisols,aquults,kandiaquults,plinthic kandiaquults
ultisols,aquults,kandiaquults,arenic kandiaquults
ultisols,aquults,kandiaquults,arenic plinthic kandiaquults
ultisols,aquults,kandiaquults,arenic umbric kandiaquults
ultisols,aquults,kandiaquults,acraquoxic kandiaquults
ultisols,aquults,kandiaquults,aeric kandiaquults
ultisols,aquults,kanhaplaquults,typic kanhaplaquults
ultisols,aquults,kanhaplaquults,umbric kanhaplaquults
ultisols,aquults,kanhaplaquults,plinthic kanhaplaquults
ultisols,aquults,kanhaplaquults,aeric kanhaplaquults
ultisols,aquults,kanhaplaquults,aeric umbric kanhaplaquults
ultisols,aquults,kanhaplaquults,aquandic kanhaplaquults
ultisols,aquults,paleaquults,typic paleaquults
ultisols,aquults,paleaquults,umbric paleaquults
ultisols,aquults,paleaquults,vertic paleaquults
ultisols,aquults,paleaquults,grossarenic paleaquults
ultisols,aquults,paleaquults,plinthic paleaquults
ultisols,aquults,paleaquults,arenic paleaquults
ultisols,aquults,paleaquults,arenic plinthic paleaquults
ultisols,aquults,paleaquults,arenic umbric paleaquults
ultisols,aquults,paleaquults,aeric paleaquults
ultisols,aquults,plinthaquults,typic plinthaquults
ultisols,aquults,plinthaquults,kandic plinthaquults
ultisols,aquults,umbraquults,typic umbraquults
ultisols,aquults,umbraquults,plinthic umbraquults
ultisols,humults,haplohumults,typic haplohumults
ultisols,humults,haplohumults,ustic haplohumults
ultisols,humults,haplohumults,lithic haplohumults
ultisols,humults,haplohumults,oxyaquic haplohumults
ultisols,humults,haplohumults,plinthic haplohumults
ultisols,humults,haplohumults,aquic haplohumults
ultisols,humults,haplohumults,xeric haplohumults
ultisols,humults,haplohumults,andic haplohumults
ultisols,humults,haplohumults,aquandic haplohumults
ultisols,humults,kandihumults,typic kandihumults
ultisols,humults,kandihumults,ustandic kandihumults
ultisols,humults,kandihumults,ustic kandihumults
ultisols,humults,kandihumults,ombroaquic kandihumults
ultisols,humults,kandihumults,plinthic kandihumults
ultisols,humults,kandihumults,aquic kandihumults
ultisols,humults,kandihumults,xeric kandihumults
ultisols,humults,kandihumults,andic kandihumults
ultisols,humults,kandihumults,andic ombroaquic kandihumults
ultisols,humults,kandihumults,anthropic kandihumults
ultisols,humults,kanhaplohumults,typic kanhaplohumults
ultisols,humults,kanhaplohumults,ustandic kanhaplohumults
ultisols,humults,kanhaplohumults,ustic kanhaplohumults
ultisols,humults,kanhaplohumults,lithic kanhaplohumults
ultisols,humults,kanhaplohumults,ombroaquic kanhaplohumults
ultisols,humults,kanhaplohumults,aquic kanhaplohumults
ultisols,humults,kanhaplohumults,xeric kanhaplohumults
ultisols,humults,kanhaplohumults,andic kanhaplohumults
ultisols,humults,kanhaplohumults,anthropic kanhaplohumults
ultisols,humults,palehumults,typic palehumults
ultisols,humults,palehumults,ustic palehumults
ultisols,humults,palehumults,oxyaquic palehumults
ultisols,humults,palehumults,plinthic palehumults
ultisols,humults,palehumults,aquic palehumults
ultisols,humults,palehumults,xeric palehumults
ultisols,humults,palehumults,andic palehumults
ultisols,humults,palehumults,aquandic palehumults
ultisols,humults,plinthohumults,typic plinthohumults
ultisols,humults,sombrihumults,typic sombrihumults
ultisols,udults,fragiudults,typic fragiudults
ultisols,udults,fragiudults,glossic fragiudults
ultisols,udults,fragiudults,plinthaquic fragiudults
ultisols,udults,fragiudults,plinthic fragiudults
ultisols,udults,fragiudults,aquic fragiudults
ultisols,udults,fragiudults,arenic fragiudults
ultisols,udults,fragiudults,glossaquic fragiudults
ultisols,udults,fragiudults,humic fragiudults
ultisols,udults,hapludults,typic hapludults
ultisols,udults,hapludults,vertic hapludults
ultisols,udults,hapludults,grossarenic hapludults
ultisols,udults,hapludults,lithic hapludults
ultisols,udults,hapludults,lithic-ruptic-entic hapludults
ultisols,udults,hapludults,oxyaquic hapludults
ultisols,udults,hapludults,psammentic hapludults
ultisols,udults,hapludults,aquic hapludults
ultisols,udults,hapludults,arenic hapludults
ultisols,udults,hapludults,fragiaquic hapludults
ultisols,udults,hapludults,fragic hapludults
ultisols,udults,hapludults,humic hapludults
ultisols,udults,hapludults,inceptic hapludults
ultisols,udults,hapludults,lamellic hapludults
ultisols,udults,hapludults,aquic arenic hapludults
ultisols,udults,kandiudults,typic kandiudults
ultisols,udults,kandiudults,grossarenic kandiudults
ultisols,udults,kandiudults,grossarenic plinthic kandiudults
ultisols,udults,kandiudults,ombroaquic kandiudults
ultisols,udults,kandiudults,oxyaquic kandiudults
ultisols,udults,kandiudults,plinthaquic kandiudults
ultisols,udults,kandiudults,plinthic kandiudults
ultisols,udults,kandiudults,rhodic kandiudults
ultisols,udults,kandiudults,sombric kandiudults
ultisols,udults,kandiudults,aquic kandiudults
ultisols,udults,kandiudults,arenic kandiudults
ultisols,udults,kandiudults,arenic plinthaquic kandiudults
ultisols,udults,kandiudults,arenic plinthic kandiudults
ultisols,udults,kandiudults,arenic rhodic kandiudults
ultisols,udults,kandiudults,acrudoxic kandiudults
ultisols,udults,kandiudults,acrudoxic plinthic kandiudults
ultisols,udults,kandiudults,andic kandiudults
ultisols,udults,kandiudults,aquandic kandiudults
ultisols,udults,kandiudults,aquic arenic kandiudults
ultisols,udults,kanhapludults,typic kanhapludults
ultisols,udults,kanhapludults,lithic kanhapludults
ultisols,udults,kanhapludults,ombroaquic kanhapludults
ultisols,udults,kanhapludults,oxyaquic kanhapludults
ultisols,udults,kanhapludults,plinthaquic kanhapludults
ultisols,udults,kanhapludults,plinthic kanhapludults
ultisols,udults,kanhapludults,rhodic kanhapludults
ultisols,udults,kanhapludults,aquic kanhapludults
ultisols,udults,kanhapludults,arenic kanhapludults
ultisols,udults,kanhapludults,arenic plinthic kanhapludults
ultisols,udults,kanhapludults,fragiaquic kanhapludults
ultisols,udults,kanhapludults,fragic kanhapludults
ultisols,udults,kanhapludults,acrudoxic kanhapludults
ultisols,udults,kanhapludults,andic kanhapludults
ultisols,udults,paleudults,typic paleudults
ultisols,udults,paleudults,vertic paleudults
ultisols,udults,paleudults,grossarenic paleudults
ultisols,udults,paleudults,grossarenic plinthic paleudults
ultisols,udults,paleudults,oxyaquic paleudults
ultisols,udults,paleudults,plinthaquic paleudults
ultisols,udults,paleudults,plinthic paleudults
ultisols,udults,paleudults,psammentic paleudults
ultisols,udults,paleudults,rhodic paleudults
ultisols,udults,paleudults,aquic paleudults
ultisols,udults,paleudults,arenic paleudults
ultisols,udults,paleudults,arenic plinthaquic paleudults
ultisols,udults,paleudults,arenic plinthic paleudults
ultisols,udults,paleudults,arenic rhodic paleudults
ultisols,udults,paleudults,fragiaquic paleudults
ultisols,udults,paleudults,fragic paleudults
ultisols,udults,paleudults,lamellic paleudults
ultisols,udults,paleudults,anthraquic paleudults
ultisols,udults,paleudults,aquic arenic paleudults
ultisols,udults,paleudults,spodic paleudults
ultisols,udults,plinthudults,typic plinthudults
ultisols,udults,rhodudults,typic rhodudults
ultisols,udults,rhodudults,lithic rhodudults
ultisols,udults,rhodudults,psammentic rhodudults
ultisols,ustults,haplustults,typic haplustults
ultisols,ustults,haplustults,lithic haplustults
ultisols,ustults,haplustults,ombroaquic haplustults
ultisols,ustults,haplustults,petroferric haplustults
ultisols,ustults,haplustults,plinthic haplustults
ultisols,ustults,haplustults,aquic haplustults
ultisols,ustults,haplustults,arenic haplustults
ultisols,ustults,haplustults,kanhaplic haplustults
ultisols,ustults,kandiustults,typic kandiustults
ultisols,ustults,kandiustults,udandic kandiustults
ultisols,ustults,kandiustults,udic kandiustults
ultisols,ustults,kandiustults,plinthic kandiustults
ultisols,ustults,kandiustults,rhodic kandiustults
ultisols,ustults,kandiustults,aquic kandiustults
ultisols,ustults,kandiustults,arenic kandiustults
ultisols,ustults,kandiustults,arenic plinthic kandiustults
ultisols,ustults,kandiustults,aridic kandiustults
ultisols,ustults,kandiustults,acrustoxic kandiustults
ultisols,ustults,kandiustults,andic kandiustults
ultisols,ustults,kanhaplustults,typic kanhaplustults
ultisols,ustults,kanhaplustults,udandic kanhaplustults
ultisols,ustults,kanhaplustults,udic kanhaplustults
ultisols,ustults,kanhaplustults,lithic kanhaplustults
ultisols,ustults,kanhaplustults,ombroaquic kanhaplustults
ultisols,ustults,kanhaplustults,plinthic kanhaplustults
ultisols,ustults,kanhaplustults,rhodic kanhaplustults
ultisols,ustults,kanhaplustults,aquic kanhaplustults
ultisols,ustults,kanhaplustults,arenic kanhaplustults
ultisols,ustults,kanhaplustults,aridic kanhaplustults
ultisols,ustults,kanhaplustults,acrustoxic kanhaplustults
ultisols,ustults,kanhaplustults,andic kanhaplustults
ultisols,ustults,paleustults,typic paleustults
ultisols,ustults,plinthustults,typic plinthustults
ultisols,ustults,plinthustults,haplic plinthustults
ultisols,ustults,rhodustults,typic rhodustults
ultisols,ustults,rhodustults,lithic rhodustults
ultisols,ustults,rhodustults,psammentic rhodustults
ultisols,xerults,haploxerults,typic haploxerults
ultisols,xerults,haploxerults,grossarenic haploxerults
ultisols,xerults,haploxerults,lithic haploxerults
ultisols,xerults,haploxerults,lithic ruptic-inceptic haploxerults
ultisols,xerults,haploxerults,psammentic haploxerults
ultisols,xerults,haploxerults,aquic haploxerults
ultisols,xerults,haploxerults,arenic haploxerults
ultisols,xerults,haploxerults,lamellic haploxerults
ultisols,xerults,haploxerults,andic haploxerults
ultisols,xerults,palexerults,typic palexerults
ultisols,xerults,palexerults,aquic palexerults
ultisols,xerults,palexerults,andic palexerults
ultisols,xerults,palexerults,aquandic palexerults
vertisols,aquerts,calciaquerts,typic calciaquerts
vertisols,aquerts,calciaquerts,aeric calciaquerts
vertisols,aquerts,duraquerts,typic duraquerts
vertisols,aquerts,duraquerts,ustic duraquerts
vertisols,aquerts,duraquerts,aridic duraquerts
vertisols,aquerts,duraquerts,chromic duraquerts
vertisols,aquerts,duraquerts,xeric duraquerts
vertisols,aquerts,duraquerts,aeric duraquerts
vertisols,aquerts,dystraquerts,typic dystraquerts
vertisols,aquerts,dystraquerts,ustic dystraquerts
vertisols,aquerts,dystraquerts,aridic dystraquerts
vertisols,aquerts,dystraquerts,chromic dystraquerts
vertisols,aquerts,dystraquerts,entic dystraquerts
vertisols,aquerts,dystraquerts,leptic dystraquerts
